Gene ID	source_id	smru1 - smru1 6 hours - unique (intraerythrocytic cycle)	smru1 - smru1 18 hours - unique (intraerythrocytic cycle)	smru1 - smru1 24 hours - unique (intraerythrocytic cycle)	smru1 - smru1 30 hours - unique (intraerythrocytic cycle)	smru1 - smru1 36 hours - unique (intraerythrocytic cycle)	smru1 - smru1 48 hours - unique (intraerythrocytic cycle)	smru1 - smru1 42 hours - unique (intraerythrocytic cycle)	smru2 - smru2 6 hours - unique (intraerythrocytic cycle)	smru2 - smru2 12 hours - unique (intraerythrocytic cycle)	smru2 - smru2 18 hours - unique (intraerythrocytic cycle)	smru2 - smru2 24 hours - unique (intraerythrocytic cycle)	smru2 - smru2 30 hours - unique (intraerythrocytic cycle)	smru2 - smru2 36 hours - unique (intraerythrocytic cycle)	smru2 - smru2 42 hours - unique (intraerythrocytic cycle)	smru2 - smru2 48 hours - unique (intraerythrocytic cycle)	
PVP01_1314800	PVP01_1314800.1	88.28	91.12	60.1	17	8.52	26.92	11.34	78.6	70.25	69.59	34.61	12.26	14.35	15.46	29.86	
PVP01_1315300	PVP01_1315300.1	148.97	140.94	280.05	597.43	730.78	287.16	387.46	377.67	129.95	197.26	454.4	777.49	563.47	283.25	237.21	
PVP01_1317000	PVP01_1317000.1	42.93	45.25	37.95	32.76	20.69	29.6	19.74	31.66	38.22	39.32	41.43	30.54	24.72	21.53	27.48	
PVP01_1317500	PVP01_1317500.1	43.44	75.49	110.67	96.88	37.23	16.77	21.93	44.28	56.09	90.19	79.3	49.42	21.68	13.14	14.36	
PVP01_1317800	PVP01_1317800.1	25.23	21.1	40.39	91.79	83.36	60.3	71.83	37.51	25.03	39.77	69.29	85.57	67.27	43.16	47.81	
PVP01_1318000	PVP01_1318000.1	38.8	33.49	23.1	14.38	101.14	39.84	88.84	51	33.4	25.06	18.29	51.8	93.03	76.86	51.43	
PVP01_1320100	PVP01_1320100.1	155.88	75.55	78.33	89.71	100.21	404.1	193.24	57	58.27	54.22	58.91	61.42	116.52	200.46	294.19	
PVP01_1320300	PVP01_1320300.1	25.24	57.6	68.87	78.61	27.67	11.58	12.66	32.81	48.18	56.72	75.59	48.44	22.29	12.67	12.81	
PVP01_1328100	PVP01_1328100.1	62.99	15.04	27.04	14.32	61.64	207.66	121.1	50.07	52.31	50.97	35.53	52.4	88.42	132.58	158.13	
PVP01_1328400	PVP01_1328400.1	52.51	63.11	61.44	36.88	32.33	34.99	35.83	43.31	62.02	54.37	47.03	36.7	33.2	33.29	32.66	
PVP01_1328600	PVP01_1328600.1	92.9	94.64	64.56	102.9	149.37	75.66	112.67	108.47	80.35	77.52	99.36	139.55	136.12	98.07	88.1	
PVP01_1328700	PVP01_1328700.1	26.14	33.95	40.89	67.25	89.7	35.4	62.25	51.44	28.67	34.72	46.4	80.96	61.4	44.63	35.31	
PVP01_1330800	PVP01_1330800.1	0.86	0.64	2.1	2.3	1	0.79	0.71	0.99	0.77	1.58	2.12	1.13	0.95	1.17	2.36	
PVP01_1331600	PVP01_1331600.1	10.82	8.29	17.35	32.67	69.41	45.42	60.58	27.08	8.03	12.32	28.06	45.69	64.28	44.96	39.83	
PVP01_1331800	PVP01_1331800.1	7.48	20.68	36.06	29.14	17.53	20.13	22.26	8.35	20.21	33.71	43	21.14	15.22	19.31	19.74	
PVP01_1332100	PVP01_1332100.1	60.17	65.52	75.09	44.42	33.02	60.2	39.39	47.48	63.33	70.8	57.2	39.01	37.1	35.32	63.93	
PVP01_1333000	PVP01_1333000.1	64.39	68.13	81.05	72.55	54.94	77.48	63.89	80.55	83.63	87.74	82.19	55.54	77.15	76.21	90.3	
PVP01_1333800	PVP01_1333800.1	7.25	2.87	8.22	3.3	7.44	22.79	21.6	4.16	4.38	5.58	3.99	5.67	20.11	31.18	26.91	
PVP01_1334200	PVP01_1334200.1	48.9	46.43	44.58	35.68	16.8	29.7	20.21	39.77	42.17	41.57	45.3	28.48	16.99	21.22	33.67	
PVP01_1334400	PVP01_1334400.1	18.38	13.87	42.84	83.69	110.98	50.5	63.25	40.62	15.65	34.07	77.25	115.23	92.86	52.55	60.39	
PVP01_1334500	PVP01_1334500.1	260.86	307.1	349.92	245.35	98.2	165.2	87.02	272.88	327.6	339.02	373.36	235.13	116.98	97.4	164.54	
PVP01_1334600	PVP01_1334600.1	1248.07	1276.03	1221.22	1225.38	573.35	233.87	317.62	1447.78	1452.99	1365.16	1416.63	1119.53	562.99	322.42	342.44	
PVP01_1335300	PVP01_1335300.1	1.81	8.36	10.86	7.32	3.77	4.26	6.4	2.91	9.35	10.02	10.57	5.91	4.01	6.59	7.24	
PVP01_1336200	PVP01_1336200.1	25.29	39.41	37.8	19.29	9.44	3.5	6.84	22.2	29.74	32.79	23.84	9.88	4.59	5.5	7.38	
PVP01_1337900	PVP01_1337900.1	11.54	10.66	10.26	5.79	10.81	39.68	24.91	11.12	21.16	16.2	12.23	8.88	16.17	29.69	42.55	
PVP01_1338200	PVP01_1338200.1	47.64	81.36	110.02	210.77	132.67	48.77	49.8	65.18	54.11	95	193.11	213.86	100.67	47.95	55.91	
PVP01_1338600	PVP01_1338600.1	38.2	56.06	67.06	73.38	37.31	18.34	22.4	32.97	46.16	51.99	67.79	53.28	30.55	18.98	25.03	
PVP01_1339200	PVP01_1339200.1	13.68	52.37	64.1	35.69	19.3	19.64	19.94	31.29	55.08	68.91	61.88	30.73	17.17	22.5	27.8	
PVP01_1339400	PVP01_1339400.1	126.55	113.32	109.27	52.36	23.64	77.95	80.43	106.06	131.87	122.35	82.88	40.59	67.64	134.59	125.72	
PVP01_1341500	PVP01_1341500.1	45.8	41.7	45.24	41.76	101.52	69.66	90.32	80.14	53.22	48.98	56.75	106.69	130.2	86.32	92.09	
PVP01_1341700	PVP01_1341700.1	347.24	161.76	114.93	93.16	157.34	973.45	413.06	149.39	180.54	144.01	126.78	153.99	313.83	548.5	873.65	
PVP01_1342800	PVP01_1342800.1	9.13	20.5	22.68	6.77	4.26	10.29	6.92	9.9	16.79	19.36	12	6.2	6.08	8.08	12.7	
PVP01_1343100	PVP01_1343100.1	48.64	38.26	29.64	56.28	68.99	43.93	46.1	49.9	35.65	30.7	47.62	67.57	43.7	37.25	43.8	
PVP01_1343800	PVP01_1343800.1	55.91	73.71	71.96	44.67	23.86	40.39	29.29	44.06	57.08	65.8	59.3	33.23	27.04	30.68	39.5	
PVP01_1346000	PVP01_1346000.1	99.65	67.3	56.67	73.17	129.84	50.92	84.88	123.16	74.04	53.82	79.87	138.96	132.23	68.42	65.62	
PVP01_1346100	PVP01_1346100.1	93.34	114	118.17	102.99	62.27	33.34	32.48	114.53	115.52	120.93	124.97	78.67	56.77	37.53	49.2	
PVP01_1346900	PVP01_1346900.1	11.01	4.51	15.74	12.91	17.11	57.34	34.4	14.03	8.21	17.03	18.97	19.26	37	47.72	59.49	
PVP01_1347000	PVP01_1347000.1	97.66	94.45	102.09	88.21	57.29	35.19	36.1	77.38	82.65	97.44	94.92	119.69	56.57	44.8	45.36	
PVP01_1347300	PVP01_1347300.1	10.22	8.55	6.85	0.87	0.37	1.89	0.8	9.65	8.39	5.84	3.89	1.81	1.73	2.34	4.66	
PVP01_1347700	PVP01_1347700.1	7.02	7.83	6.15	1.35	0.75	0	0.41	16.79	18.29	7.22	7.74	2.58	2.5	3.07	5.65	
PVP01_1347800	PVP01_1347800.1	26.53	18.31	10.81	4.49	3.07	7.63	2.22	24.54	22.57	18.87	14.27	4.41	5.16	6.36	8.95	
PVP01_1000200	PVP01_1000200.1	0.92	0.55	0.81	0.5	0.21	0.18	0	2.31	2.41	1.12	1.28	0.32	0.6	0.49	0.63	
PVP01_1000700	PVP01_1000700.1	6.12	3.63	0.89	0.56	0	2	1.01	0.32	0.41	1.49	0.71	0.71	0	0.54	1.4	
PVP01_1001300	PVP01_1001300.1	1.03	0	1.36	1.69	0	0	0.51	1.61	1.66	2	0.36	0	0.45	1.1	0.71	
PVP01_1001800	PVP01_1001800.1	0.46	0.36	0.8	0.5	0	0	0	0.28	0.73	2.21	0.95	0	0.39	0.48	0.93	
PVP01_1003800	PVP01_1003800.1	108.61	108.94	82.1	58.05	60.8	76.47	60.95	114.32	129.08	94.56	84.76	72.83	62.76	76.47	163.6	
PVP01_1004600	PVP01_1004600.1	13.64	20.1	26.64	21.66	7.92	6.33	6.15	19.78	33.95	35.53	29.7	5.6	4.82	1.98	10.19	
PVP01_1004900	PVP01_1004900.1	85.51	46.58	35.46	23.33	26.87	275.88	88.29	39.75	46.06	28.05	36.9	32.5	67.38	127.81	206.09	
PVP01_1005700	PVP01_1005700.1	57.57	88.44	99.38	144.66	113.27	41.09	51.38	86.18	73.92	98.28	131.34	143.47	89.61	43.71	47.6	
PVP01_1006400	PVP01_1006400.1	91.08	68.86	103.3	128.58	83.06	122.84	139.49	125.7	117.18	121.13	169.06	193.88	131.69	207.41	178.94	
PVP01_1006500	PVP01_1006500.1	29.78	19.82	22.45	10.84	9.53	34.88	24.89	17.97	23.98	19.28	13.06	6.17	14.44	21.67	34.7	
PVP01_1006900	PVP01_1006900.1	21.36	136.31	138.72	231.4	290.74	81.38	178.18	199.41	108.92	122.91	205.93	367.52	269.91	131.24	80.7	
PVP01_1008500	PVP01_1008500.1	26.75	31.71	47.48	37.03	23.5	143.71	108.1	30.81	59.88	53.21	47.32	36.92	78.33	170.67	184.01	
PVP01_1009800	PVP01_1009800.1	15.35	23.45	28.08	16.11	3.9	3.36	3.81	16.25	19.25	20.64	21.41	9.84	7.9	4.24	6.97	
PVP01_1010100	PVP01_1010100.1	126.5	135.83	103.78	65.99	32.02	35.25	21.92	112.14	121.34	125.55	96.37	47.32	31.94	39.32	53.17	
PVP01_1011000	PVP01_1011000.1	40.82	103.27	79.38	47.69	40.49	54.93	48.38	50.13	97.9	98.67	66.72	43.67	48.67	49.62	74.16	
PVP01_1011900	PVP01_1011900.1	93.03	128.98	191.23	63.26	108.49	95.82	83.23	121.15	153.51	156.98	153.51	132.39	147.55	108.67	107.55	
PVP01_1013200	PVP01_1013200.1	67.29	67.52	69.56	66.98	33.23	20.54	18.68	56.38	65.42	70.09	74.8	49.52	25.9	18.54	27.69	
PVP01_1014500	PVP01_1014500.1	1935.37	1650.61	1281.64	980.4	365.24	171.64	180.51	2026.09	1906.37	1446.36	1334.79	890.5	448.51	219	390.09	
PVP01_1014800	PVP01_1014800.1	25.94	93.88	245.4	129.64	39.84	38.6	36.58	46.11	95.64	153.78	188.6	76.8	54.25	29.04	28.98	
PVP01_1014900	PVP01_1014900.1	33.55	77.95	115.45	107.65	64.45	33.54	36.32	48.02	61.4	93.3	125.63	110.15	67.19	68.12	81.79	
PVP01_1015400	PVP01_1015400.1	53.32	72.04	90.73	92.93	75.37	42.79	44.97	67.22	62.25	70.71	87.33	88.17	67.5	49.79	46.66	
PVP01_1017100	PVP01_1017100.1	1400.3	1163.76	913.36	608.83	199.94	177.77	196.94	1051.58	1032.55	1010.26	835.23	624.3	296.38	195.9	193.17	
PVP01_1017500	PVP01_1017500.1	293.47	119.31	93.48	80.08	118.15	595.41	302.58	97.28	114.47	100.19	87.28	92.62	199.7	347.06	469.1	
PVP01_1017800	PVP01_1017800.1	1334.21	1286.13	1021.47	791.36	296.59	115.45	129.3	1106.25	1142.53	1052.3	988.85	565.39	244.36	150.42	205.12	
PVP01_1018100	PVP01_1018100.1	161.5	190.71	117.72	48.85	26.62	45.84	50.2	118.06	172.35	113.37	91.85	31.08	35.3	28.97	22.65	
PVP01_1018800	PVP01_1018800.1	16.24	22.46	22.07	19.05	9.26	12.75	8.86	12.95	23.86	22.08	19.45	9.02	6.31	9.5	13.06	
PVP01_1019000	PVP01_1019000.1	41.27	57.82	54.69	51.7	30.36	19.89	13.49	51.33	49.47	58.29	66.41	61.55	31.6	14.46	15.41	
PVP01_1019400	PVP01_1019400.1	170.06	66.59	70.46	63.86	90.36	384.75	199.71	55.63	64.07	54.54	63.9	94.81	151.62	199.12	316.73	
PVP01_1020000	PVP01_1020000.1	32.4	87.81	102.63	61.35	49.45	46.74	41.34	35.57	50.05	69.35	55.09	33.52	37.13	28.83	28.52	
PVP01_1020400	PVP01_1020400.1	199.32	132.73	84.99	68.54	90.89	52.54	47.41	184.45	151.71	88.82	77.71	89.12	47.17	59.53	66.36	
PVP01_1020600	PVP01_1020600.1	824.39	1600.24	667.36	123.18	50.21	75.12	64.87	1206.95	1517.2	1000.36	255.58	86.02	94.51	114.9	118.73	
PVP01_1021100	PVP01_1021100.1	10.87	40.12	42.27	21.91	8.05	9.34	7.61	15.68	29.55	36.38	30.89	14.92	8.73	10.74	14.01	
PVP01_1021200	PVP01_1021200.1	81.36	50.83	31.07	7.16	3.59	9.79	3.91	72.64	47.55	26.12	17.31	8.2	7.37	11.86	20.66	
PVP01_1022900	PVP01_1022900.1	156.79	70.19	80.3	74.21	111.36	529.61	228.56	105.89	83.8	74.11	131.97	135.87	180.99	293.66	416.11	
PVP01_1025700	PVP01_1025700.1	58.39	114.8	132.09	66.95	28.64	108.28	125.13	53.4	108.66	120.07	98.1	35.1	50.01	109.06	102.13	
PVP01_1026600	PVP01_1026600.1	37.24	24.09	39.58	17.25	60.73	140.04	128.78	34.59	27.26	29.59	41.52	50.94	106.26	160.83	114.36	
PVP01_1027800	PVP01_1027800.1	115.33	109.28	111.18	83.92	31.37	45.02	44.84	102.09	120.57	121.16	106.28	55.74	46.02	55.23	51.26	
PVP01_1029500	PVP01_1029500.1	325.12	136.22	106.1	89.38	124.85	680.57	308.05	108.18	125	102.07	94.18	118.84	201.13	299.62	522.6	
PVP01_1029800	PVP01_1029800.1	16.18	38.89	42.86	16.25	46.64	51.86	75.8	35.63	45.09	40.55	28.99	49.23	97.02	103.61	86.21	
PVP01_1029900	PVP01_1029900.1	42.9	43.99	56.93	24.05	46.53	111.09	127.71	38.44	43.88	34.9	44.27	44.29	95.15	128.24	100.82	
PVP01_1030000	PVP01_1030000.1	40.22	56.95	60.61	39.37	9.92	5.35	6.32	40.81	54.81	52.45	47.74	21.12	11.15	11.66	14.1	
PVP01_1030200	PVP01_1030200.1	2061.01	1782.97	1486.83	1379.64	674.17	330.15	375.14	1764.8	1774.37	1554.83	1479.75	1152.13	611.73	360.07	394.07	
PVP01_1030500	PVP01_1030500.1	48.17	85.94	308.94	809.7	1107.09	288.59	558.55	602.61	91.98	205.82	668.8	1557	946.33	449.35	301.53	
PVP01_1030800	PVP01_1030800.1	111.98	78.45	61.08	55.19	35.18	187.36	101.08	61.85	89.57	63.65	52	42.66	67.29	112.72	111.03	
PVP01_1031000	PVP01_1031000.1	6.58	6.46	24.65	87.27	431.17	167.4	314.78	110.63	11.72	6.97	19.79	179.46	336.04	240.47	195.76	
PVP01_1031600	PVP01_1031600.1	12.76	7.57	5.92	152.82	652.65	145.33	461.46	93.56	15.41	6.93	32.05	186.77	240.42	162.27	99.45	
PVP01_1031900	PVP01_1031900.1	11	51.89	92.63	76.75	33.43	31.93	28.77	21.47	48.84	105.49	108.73	49.52	27.92	18.78	30.57	
PVP01_1032200	PVP01_1032200.1	36.14	78.93	109.24	97.58	19.95	5.98	14.16	52.94	78.11	98.82	93.75	50.2	23	4.05	11.07	
PVP01_1032500	PVP01_1032500.1	5.73	2.4	3.55	6.63	13.84	21.98	15.73	5.06	6.25	6.22	5.85	10.77	9.9	13.27	15.24	
PVP01_1033000	PVP01_1033000.1	33.62	33.83	35.71	23.76	7.83	13.49	7.94	33.91	39.59	42.28	41.54	22.11	15.22	11.97	18.66	
PVP01_1033500	PVP01_1033500.1	48.81	26.37	22.21	33.04	18.03	68.41	52.11	34.78	29.35	41.4	34.31	28.75	35.22	54.54	79.95	
PVP01_1033600	PVP01_1033600.1	3282.78	1644.63	752.82	126.3	106.84	1958.86	1207.01	1940.38	2604.36	1786.07	572.71	234.14	982.89	2033.54	1785.96	
PVP01_1034000	PVP01_1034000.1	2.11	4.45	1.85	2.69	1.28	73.8	70.89	3.08	34.29	15.38	4.15	3.67	45.91	73.36	50.84	
PVP01_1034500	PVP01_1034500.1	11.53	11.03	11.44	2.65	1.94	6.43	3.61	6.07	10.99	10.31	5.27	2.32	2.1	3.23	7.48	
PVP01_1035700	PVP01_1035700.1	0	0	0	0	0	0.49	0	3.48	1.49	1.8	1.72	0.43	0	1.97	0.85	
PVP01_0400500	PVP01_0400500.1	2.31	0.3	1.01	2.1	0.35	1.21	1.15	0.48	0	0	0	0	0	0	0	
PVP01_0400800	PVP01_0400800.1	4.29	2.12	1.41	0	0	0.84	0	0.67	0	1.56	0.74	1.12	0	0	1.1	
PVP01_0402900	PVP01_0402900.1	0.64	0.51	0	0	0	0.5	0	0.8	1.03	0.62	0.45	0	0	0	0.44	
PVP01_0403800	PVP01_0403800.1	3.59	2.18	1.21	0.3	0.25	0.65	0.27	8.29	7.56	7.78	2.3	2.88	1.67	2.94	6.62	
PVP01_0404500	PVP01_0404500.1	3.01	1.06	3.81	2.55	1.83	18.88	12.59	2.09	8.07	6.48	5.56	5.57	19.32	23.08	19.89	
PVP01_0407600	PVP01_0407600.1	44.06	87.98	92.52	116.43	65.56	72.85	51.77	68.17	67.22	68.68	111.88	77.3	42.07	48.09	66.68	
PVP01_0407900	PVP01_0407900.1	68.91	145.65	179.7	228.6	124.06	93.42	98.41	67.28	111.22	154.5	168.69	108.82	68.07	61.82	62.77	
PVP01_0408300	PVP01_0408300.1	3.84	10.15	10.01	9.95	14.92	42.42	53.05	4.46	11.76	10.23	8.84	11.66	37.46	59.89	47.2	
PVP01_0408500	PVP01_0408500.1	11.18	12.14	18.42	71.62	66.12	19.07	27.9	22.96	14.82	16.56	34.97	67.76	48.68	22.22	27.53	
PVP01_0408700	PVP01_0408700.1	16.7	26.05	18.74	6.24	4.94	4.25	3.28	16.94	23.39	17.53	6.06	5.23	4.42	4.32	5.36	
PVP01_0409000	PVP01_0409000.1	20.45	18.51	23.13	18.15	28.69	64.06	42.15	7.49	9.3	15.02	13.68	16.77	23.15	27.04	36.77	
PVP01_0411300	PVP01_0411300.1	5.89	8.8	7.25	5	8.88	27.13	19.33	3.74	6.2	5.17	4.15	5.68	11.74	19.07	20.9	
PVP01_0411500	PVP01_0411500.1	6.87	24.43	26.68	15.53	13.43	18.11	15.58	14.43	26.47	27.64	32.02	17.72	15.26	14.61	27.21	
PVP01_0411600	PVP01_0411600.1	15	142.28	159.71	65.49	37.13	20.19	29.77	38.87	112.16	176.87	111.57	47.62	27.77	43.3	36.68	
PVP01_0412400	PVP01_0412400.1	59.47	65.64	71.48	72.41	58.17	12.63	24.51	50.4	49.62	52.38	70.5	62.88	41.55	21.4	21.16	
PVP01_0414100	PVP01_0414100.1	104.75	61.94	31.6	45.28	82.93	34.88	93.97	115.59	94.81	48.01	35.49	90.5	107.86	101.6	75.74	
PVP01_0414200	PVP01_0414200.1	134.89	84.11	48.06	34.02	95.08	268	214.9	111.94	99.96	68.89	56.71	85.09	193.12	317.2	292.51	
PVP01_0416100	PVP01_0416100.1	137.4	111.01	96.52	47.23	24.92	28.02	21.84	107.31	114.92	105.41	65.87	41.12	39.34	26.64	40.54	
PVP01_0418300	PVP01_0418300.1	1.96	0	6.3	141.97	153.79	30.29	69.39	81.36	2.11	1.9	74.41	206.08	123.65	47.96	25.95	
PVP01_0418700	PVP01_0418700.1	42.17	35.66	43.09	45.18	50.9	35.92	55.38	48.29	38.2	43.2	46.06	53.94	48.34	38.74	41.29	
PVP01_0419100	PVP01_0419100.1	32.08	23.35	23.68	28.34	37.05	24.74	34.69	28.08	20.81	22.08	24.03	30.05	42.96	34.12	32.47	
PVP01_0419400	PVP01_0419400.1	107.65	116.92	98.72	65.48	43.47	63.25	50.56	118.74	112.49	116.51	82.72	62.78	48.98	56.81	73.14	
PVP01_0420000	PVP01_0420000.1	3.04	17.57	41.65	29.24	32.21	10.28	27.49	11.62	27.7	38.44	21.56	18.82	13.68	6.48	6.88	
PVP01_0420100	PVP01_0420100.1	13.68	16.41	17.78	13.86	13.81	52.37	32	6.88	11.41	13.05	12.38	8.82	14.77	24.94	48.17	
PVP01_0420500	PVP01_0420500.1	32.95	44.69	43.5	19.88	19.46	34.46	26.33	38.95	44.55	42.78	27.33	19.27	21.87	26.56	35.74	
PVP01_0421000	PVP01_0421000.1	14.81	11.44	17.67	62.08	201.39	82.06	153.81	75.68	8.17	9.79	28.59	112.4	149.56	93.22	64.04	
PVP01_0421100	PVP01_0421100.1	6.8	6.55	8.75	5.56	9.1	26.86	20.87	5.58	9.24	9.69	5.6	9.44	10.09	16.94	20.36	
PVP01_0421900	PVP01_0421900.1	64.85	55.32	69.72	37.99	27.4	42.88	32	47.44	56.95	55.86	50.11	35.88	30.7	24.55	42.4	
PVP01_0422800	PVP01_0422800.1	663.76	187.8	100.11	38.18	16.4	331.85	114.28	236.85	212.58	431.32	142.37	54.77	131.26	267.94	279.02	
PVP01_0422900	PVP01_0422900.1	37.62	3.72	3.53	1.47	2.45	67	47.99	7.98	34.62	11.74	4.66	1.4	48.74	67.16	63.93	
PVP01_0423300	PVP01_0423300.1	37.88	41.17	61.24	24.55	101.49	6824.9	4804.31	39.25	1737.78	763.31	219.42	124.96	2365.24	6419.51	4960.26	
PVP01_1401200	PVP01_1401200.1	0.84	0.66	0.73	2.74	7.64	240.23	137.21	2.1	126.87	56.15	9.89	3.49	123.79	267.38	176.15	
PVP01_1401300	PVP01_1401300.1	883.47	443.73	338.59	313.36	289.38	283.86	246.51	760.39	657.26	599.13	566.47	546.67	468.73	427.46	422.1	
PVP01_1403500	PVP01_1403500.1	80.98	64.01	56.04	57.51	47.16	41.76	35.82	93.38	74.25	67.27	64.69	80.3	62.37	40.99	52.11	
PVP01_1404200	PVP01_1404200.1	53.62	71.47	59.93	34.43	28.29	42.94	37.04	71.03	69.85	74.03	76.64	40.89	34.51	39.14	47.51	
PVP01_1404800	PVP01_1404800.1	21.58	10.49	3.64	10.87	10.6	123.82	56.81	9.86	15.37	12.09	13.25	7.49	30.11	75.9	66.47	
PVP01_1405300	PVP01_1405300.1	11.75	6.9	33.81	55.56	25.55	24.13	27.5	13.38	16.74	23.4	60.64	38.49	29.92	25.95	35.47	
PVP01_1406300	PVP01_1406300.1	15.32	34.74	44.05	37.56	11.22	8.88	7.98	16.81	32.36	43.17	37.49	20.41	11.72	10.42	8.94	
PVP01_1406900	PVP01_1406900.1	1.41	1.83	3.04	12.48	23.08	3.83	13.64	9.4	1.97	2.12	6.6	19.36	14.76	7.38	4.4	
PVP01_1407500	PVP01_1407500.1	73.92	79.17	88.8	126.27	101.13	65.02	59.41	101.03	72.62	76.81	117.52	122.44	91.31	60.54	71.62	
PVP01_1408900	PVP01_1408900.1	11.08	8.06	14.77	39.42	124.68	63.69	98.28	41.72	10.88	11.62	31.07	94.48	117.33	74.23	67.96	
PVP01_1409000	PVP01_1409000.1	11.38	2.06	2.91	6.99	69.63	81.93	148.21	16.16	6.49	2.53	10.7	48.74	124.32	152.8	97.4	
PVP01_1409300	PVP01_1409300.1	1713.21	1697.57	1428.91	928.32	487.35	328.36	271.19	1891.95	2274.65	1758.75	1672.15	1203.97	593.73	373.08	572.53	
PVP01_1409400	PVP01_1409400.1	21.61	34.69	43.85	54.82	48.06	12.67	22.26	35.92	34.7	36.8	49.39	47.78	35.53	18	19.27	
PVP01_1412400	PVP01_1412400.1	74.87	87.46	108.98	90.98	72.32	28.1	30.74	79.59	85.23	98.13	112.91	105.01	51.61	32.56	39.64	
PVP01_1412500	PVP01_1412500.1	162.45	249.5	298.99	380.08	255.24	96	111.72	250.26	222.12	264.74	325.76	299.08	170.2	108.62	106.82	
PVP01_1413700	PVP01_1413700.1	50.27	36.98	27.74	15.32	31.24	127.22	84.18	30.7	39.65	28.87	22.51	29.46	58.56	113.08	142.45	
PVP01_1413900	PVP01_1413900.1	24.18	76.46	179.28	249.56	140.35	155.39	137.43	53.63	60.19	91.8	239.61	190.85	104.45	91.19	146.01	
PVP01_1414400	PVP01_1414400.1	2.21	6.54	18.19	55.65	45.19	11.79	19.71	16.36	3.29	15.11	38.15	48.9	32.12	12.32	8.69	
PVP01_1415600	PVP01_1415600.1	150.36	131.4	124.14	77.82	26.81	31.58	27.49	102.51	130.06	131.25	110.48	45.29	29.19	37.37	61.31	
PVP01_1416400	PVP01_1416400.1	238.82	156.95	102.7	97.88	171.92	155.22	231.53	206.62	154	139.51	114.98	152.52	188.12	173.22	171.03	
PVP01_1417300	PVP01_1417300.1	89.28	27.1	22.55	17.15	44.3	227.19	131.12	32.62	33.93	29.83	24.3	29.27	92.55	116.98	133.02	
PVP01_1417400	PVP01_1417400.1	78.2	89	98.9	71.94	33.12	23.54	21.35	70.07	79.84	96.09	84.97	53.38	30.21	26.97	29.21	
PVP01_1418200	PVP01_1418200.1	81.16	149.39	165.72	113.27	44.41	35.97	37.39	96.46	109.24	122.73	137.64	69.65	39.06	35.14	42.07	
PVP01_1418900	PVP01_1418900.1	31.18	8.45	11.72	25.28	108.07	95.86	116.7	37.9	10.04	9.52	9.28	66.21	118.52	119.39	70.76	
PVP01_1420300	PVP01_1420300.1	30.4	43.18	141.49	193.24	110.2	118.4	87.37	43.19	29.2	106.57	204.15	161.77	98.63	77.13	102.89	
PVP01_1422400	PVP01_1422400.1	1.73	0.51	0.57	2.12	1.18	3.22	1.29	1.35	0.7	0.84	1.65	1.8	1.87	1.38	4.14	
PVP01_1422800	PVP01_1422800.1	153.97	152.28	149.14	189.17	174.98	131.68	115.98	225.39	164.23	169.08	223.84	307.91	270.18	177.46	192.62	
PVP01_1424200	PVP01_1424200.1	25.65	51.36	38.98	13.06	17.15	56.4	35.63	8.56	24.78	39.85	21.37	16.63	10.34	23.64	46.83	
PVP01_1424400	PVP01_1424400.1	9.8	4.91	3.44	6.42	8.94	39.01	23.67	5.11	4.21	4.76	8.17	9.53	16.66	20.85	29.76	
PVP01_1424600	PVP01_1424600.1	61.33	215.25	286.11	192.81	53.7	92.48	41.39	156.53	231.14	304.95	263.99	80.08	65.7	62.62	94.07	
PVP01_1425900	PVP01_1425900.1	9.46	25.35	41.26	28.98	20.38	23.95	17.74	9.21	21.17	42.12	45.44	30.3	16.35	22.36	25.02	
PVP01_1427700	PVP01_1427700.1	153.01	197.88	178.31	102.43	50.63	41.09	40.45	124.15	184.2	181.67	156.9	82.71	56.49	51.44	66.65	
PVP01_1431100	PVP01_1431100.1	27.42	47.29	23.25	10.14	10.33	24.56	11.02	26.08	39.78	36.97	16.36	12.91	12.14	17.11	24.98	
PVP01_1432900	PVP01_1432900.1	65.56	66.96	64.01	112.92	152.33	48.46	70.07	123.61	62.75	63.28	85.58	155.8	123.95	60.25	50.35	
PVP01_1433000	PVP01_1433000.1	9.22	11.92	33.07	15.55	12.23	5.92	5.82	10.48	20.92	29.3	23.85	15.71	6.52	9.8	10.33	
PVP01_1433300	PVP01_1433300.1	377.28	143.06	126.33	108.11	144.54	923.55	385.98	183.61	181.27	145.15	148.15	150.71	305.68	519.99	834.74	
PVP01_1434500	PVP01_1434500.1	7.9	7.3	6.1	5.55	11.84	35.84	16.6	6.78	6.14	7.28	6.5	7.81	12.02	18.64	27.94	
PVP01_1434700	PVP01_1434700.1	74.73	43.84	63	50.82	88.07	37.02	46.2	93.12	59.94	60.84	61.45	98.4	92.36	52.88	47.62	
PVP01_1434900	PVP01_1434900.1	16.04	35.86	29.59	8.45	6.05	15.21	6.59	20.07	28.51	24.71	16.9	6.92	10.04	11.77	15.91	
PVP01_1435400	PVP01_1435400.1	20.62	8.83	9.04	4.69	5.49	9.45	2.56	3.76	7.61	5.84	4.77	7.16	8.17	9.14	52.36	
PVP01_1436400	PVP01_1436400.1	11.62	4.79	1.77	2.21	14.75	36.91	25.07	8.85	9.36	10.3	8.77	10.88	13.53	18.81	33.21	
